,Confirmed Cases,Date,Country,Death
5/2/21,30061.0,5/2/21,United States,321.0
5/3/21,48770.0,5/3/21,United States,473.0
5/4/21,40800.0,5/4/21,United States,912.0
5/5/21,45702.0,5/5/21,United States,813.0
5/6/21,46955.0,5/6/21,United States,827.0
5/7/21,48107.0,5/7/21,United States,824.0
5/8/21,34519.0,5/8/21,United States,635.0
5/9/21,22100.0,5/9/21,United States,239.0
5/10/21,35152.0,5/10/21,United States,399.0
5/11/21,34063.0,5/11/21,United States,700.0
5/12/21,36193.0,5/12/21,United States,798.0
5/13/21,38529.0,5/13/21,United States,790.0
5/14/21,41864.0,5/14/21,United States,632.0
5/15/21,29609.0,5/15/21,United States,529.0
5/16/21,17442.0,5/16/21,United States,264.0
5/17/21,27769.0,5/17/21,United States,394.0
5/18/21,27797.0,5/18/21,United States,780.0
5/19/21,29507.0,5/19/21,United States,684.0
5/20/21,29844.0,5/20/21,United States,684.0
5/21/21,28551.0,5/21/21,United States,635.0
5/22/21,20574.0,5/22/21,United States,484.0
5/23/21,13472.0,5/23/21,United States,190.0
5/24/21,24443.0,5/24/21,United States,438.0
5/25/21,23090.0,5/25/21,United States,647.0
5/26/21,24533.0,5/26/21,United States,977.0
5/27/21,27149.0,5/27/21,United States,1355.0
5/28/21,21923.0,5/28/21,United States,540.0
5/29/21,12618.0,5/29/21,United States,350.0
5/30/21,6972.0,5/30/21,United States,129.0
5/31/21,6015.0,5/31/21,United States,158.0
6/1/21,21796.0,6/1/21,United States,663.0
6/2/21,17196.0,6/2/21,United States,564.0
6/3/21,19105.0,6/3/21,United States,639.0
6/4/21,17134.0,6/4/21,United States,527.0
6/5/21,14606.0,6/5/21,United States,581.0
6/6/21,5751.0,6/6/21,United States,157.0
6/7/21,14901.0,6/7/21,United States,313.0
6/8/21,13082.0,6/8/21,United States,331.0
6/9/21,18989.0,6/9/21,United States,480.0
6/10/21,14364.0,6/10/21,United States,418.0
6/11/21,24835.0,6/11/21,United States,539.0
6/12/21,8764.0,6/12/21,United States,276.0
6/13/21,5264.0,6/13/21,United States,104.0
6/14/21,12144.0,6/14/21,United States,180.0
6/15/21,10898.0,6/15/21,United States,334.0
6/16/21,12575.0,6/16/21,United States,383.0
6/17/21,10623.0,6/17/21,United States,317.0
6/18/21,21365.0,6/18/21,United States,614.0
6/19/21,8508.0,6/19/21,United States,175.0
6/20/21,4502.0,6/20/21,United States,70.0
6/21/21,11591.0,6/21/21,United States,265.0
6/22/21,10865.0,6/22/21,United States,351.0
6/23/21,13157.0,6/23/21,United States,399.0
6/24/21,13662.0,6/24/21,United States,340.0
6/25/21,24334.0,6/25/21,United States,523.0
6/26/21,8713.0,6/26/21,United States,157.0
6/27/21,4312.0,6/27/21,United States,70.0
6/28/21,14536.0,6/28/21,United States,152.0
6/29/21,6783.0,6/29/21,United States,337.0
6/30/21,16323.0,6/30/21,United States,295.0
7/1/21,14378.0,7/1/21,United States,286.0
7/2/21,29379.0,7/2/21,United States,435.0
7/3/21,4713.0,7/3/21,United States,82.0
7/4/21,3824.0,7/4/21,United States,38.0
7/5/21,8835.0,7/5/21,United States,122.0
7/6/21,23411.0,7/6/21,United States,313.0
7/7/21,22634.0,7/7/21,United States,321.0
7/8/21,19029.0,7/8/21,United States,248.0
7/9/21,47489.0,7/9/21,United States,462.0
7/10/21,8420.0,7/10/21,United States,83.0
7/11/21,11153.0,7/11/21,United States,109.0
7/12/21,33615.0,7/12/21,United States,239.0
7/13/21,26392.0,7/13/21,United States,359.0
7/14/21,33170.0,7/14/21,United States,332.0
7/15/21,29907.0,7/15/21,United States,326.0
7/16/21,77479.0,7/16/21,United States,358.0
7/17/21,11886.0,7/17/21,United States,67.0
7/18/21,19975.0,7/18/21,United States,173.0
7/19/21,52121.0,7/19/21,United States,200.0
7/20/21,40572.0,7/20/21,United States,292.0
7/21/21,50585.0,7/21/21,United States,352.0
7/22/21,54667.0,7/22/21,United States,294.0
7/23/21,119396.0,7/23/21,United States,560.0
7/24/21,25181.0,7/24/21,United States,119.0
7/25/21,25635.0,7/25/21,United States,85.0
7/26/21,86523.0,7/26/21,United States,265.0
7/27/21,68736.0,7/27/21,United States,449.0
7/28/21,69430.0,7/28/21,United States,381.0
7/29/21,79287.0,7/29/21,United States,327.0
7/30/21,188072.0,7/30/21,United States,873.0
7/31/21,32660.0,7/31/21,United States,153.0
8/1/21,42933.0,8/1/21,United States,213.0
8/2/21,120217.0,8/2/21,United States,361.0
8/3/21,103190.0,8/3/21,United States,584.0
8/4/21,96669.0,8/4/21,United States,533.0
8/5/21,110910.0,8/5/21,United States,504.0
8/6/21,255292.0,8/6/21,United States,1154.0
8/7/21,49081.0,8/7/21,United States,248.0
8/8/21,27877.0,8/8/21,United States,114.0
8/9/21,179736.0,8/9/21,United States,506.0
8/10/21,121204.0,8/10/21,United States,865.0
8/11/21,156255.0,8/11/21,United States,779.0
8/12/21,142194.0,8/12/21,United States,1012.0
8/13/21,229844.0,8/13/21,United States,1056.0
8/14/21,49432.0,8/14/21,United States,254.0
8/15/21,42065.0,8/15/21,United States,176.0
8/16/21,219428.0,8/16/21,United States,1053.0
8/17/21,152800.0,8/17/21,United States,1027.0
8/18/21,158599.0,8/18/21,United States,1175.0
8/19/21,157216.0,8/19/21,United States,1781.0
8/20/21,245668.0,8/20/21,United States,1479.0
8/21/21,66509.0,8/21/21,United States,536.0
8/22/21,36367.0,8/22/21,United States,170.0
8/23/21,237381.0,8/23/21,United States,1385.0
8/24/21,157118.0,8/24/21,United States,1422.0
8/25/21,169416.0,8/25/21,United States,1490.0
8/26/21,184438.0,8/26/21,United States,2220.0
8/27/21,243543.0,8/27/21,United States,1722.0
8/28/21,61253.0,8/28/21,United States,620.0
8/29/21,42315.0,8/29/21,United States,270.0
8/30/21,259278.0,8/30/21,United States,1764.0
8/31/21,171270.0,8/31/21,United States,1443.0
9/1/21,202250.0,9/1/21,United States,2034.0
9/2/21,175079.0,9/2/21,United States,2953.0
9/3/21,235593.0,9/3/21,United States,1968.0
9/4/21,69385.0,9/4/21,United States,606.0
9/5/21,43955.0,9/5/21,United States,379.0
9/6/21,78057.0,9/6/21,United States,590.0
9/7/21,265423.0,9/7/21,United States,2134.0
9/8/21,183026.0,9/8/21,United States,2278.0
9/9/21,160129.0,9/9/21,United States,3284.0
9/10/21,228226.0,9/10/21,United States,2430.0
9/11/21,69206.0,9/11/21,United States,774.0
9/12/21,39794.0,9/12/21,United States,313.0
9/13/21,252063.0,9/13/21,United States,2194.0
9/14/21,146194.0,9/14/21,United States,1927.0
9/15/21,170576.0,9/15/21,United States,2766.0
9/16/21,155507.0,9/16/21,United States,3459.0
9/17/21,208870.0,9/17/21,United States,2445.0
9/18/21,60473.0,9/18/21,United States,915.0
9/19/21,39518.0,9/19/21,United States,323.0
9/20/21,194885.0,9/20/21,United States,2356.0
9/21/21,121649.0,9/21/21,United States,2352.0
9/22/21,133122.0,9/22/21,United States,2845.0
9/23/21,126468.0,9/23/21,United States,3267.0
9/24/21,176900.0,9/24/21,United States,2484.0
9/25/21,50865.0,9/25/21,United States,752.0
9/26/21,48068.0,9/26/21,United States,516.0
9/27/21,169373.0,9/27/21,United States,2372.0
9/28/21,111378.0,9/28/21,United States,2558.0
9/29/21,123415.0,9/29/21,United States,2612.0
9/30/21,109948.0,9/30/21,United States,2795.0
10/1/21,152877.0,10/1/21,United States,2135.0
10/2/21,42486.0,10/2/21,United States,735.0
10/3/21,40574.0,10/3/21,United States,477.0
10/4/21,154964.0,10/4/21,United States,2032.0
10/5/21,97376.0,10/5/21,United States,1905.0
10/6/21,110590.0,10/6/21,United States,2628.0
10/7/21,100539.0,10/7/21,United States,2477.0
10/8/21,126472.0,10/8/21,United States,1831.0
10/9/21,30442.0,10/9/21,United States,366.0
10/10/21,36203.0,10/10/21,United States,444.0
10/11/21,104463.0,10/11/21,United States,1176.0
10/12/21,106363.0,10/12/21,United States,2348.0
10/13/21,121573.0,10/13/21,United States,3223.0
10/14/21,86380.0,10/14/21,United States,2136.0
10/15/21,109801.0,10/15/21,United States,1815.0
10/16/21,34615.0,10/16/21,United States,467.0
10/17/21,31111.0,10/17/21,United States,420.0
10/18/21,104766.0,10/18/21,United States,1806.0
10/19/21,80945.0,10/19/21,United States,2123.0
10/20/21,91449.0,10/20/21,United States,3184.0
10/21/21,78902.0,10/21/21,United States,1969.0
10/22/21,95152.0,10/22/21,United States,1878.0
10/23/21,28875.0,10/23/21,United States,496.0
10/24/21,17420.0,10/24/21,United States,202.0
10/25/21,116357.0,10/25/21,United States,1455.0
10/26/21,68725.0,10/26/21,United States,1596.0
10/27/21,100898.0,10/27/21,United States,2055.0
10/28/21,77549.0,10/28/21,United States,1809.0
10/29/21,93596.0,10/29/21,United States,1701.0
10/30/21,31648.0,10/30/21,United States,319.0
10/31/21,30979.0,10/31/21,United States,190.0
11/1/21,115597.0,11/1/21,United States,1246.0
11/2/21,71081.0,11/2/21,United States,1243.0
11/3/21,84547.0,11/3/21,United States,1930.0
11/4/21,81822.0,11/4/21,United States,1155.0
11/5/21,96068.0,11/5/21,United States,2091.0
11/6/21,32852.0,11/6/21,United States,397.0
11/7/21,35257.0,11/7/21,United States,130.0
11/8/21,112322.0,11/8/21,United States,1238.0
11/9/21,80039.0,11/9/21,United States,1436.0
11/10/21,94696.0,11/10/21,United States,1632.0
11/11/21,55314.0,11/11/21,United States,762.0
11/12/21,146251.0,11/12/21,United States,2484.0
11/13/21,40833.0,11/13/21,United States,452.0
11/14/21,30161.0,11/14/21,United States,120.0
11/15/21,138787.0,11/15/21,United States,1271.0
11/16/21,87586.0,11/16/21,United States,1278.0
11/17/21,111404.0,11/17/21,United States,1622.0
11/18/21,109578.0,11/18/21,United States,1262.0
1/22/20,0.0,1/22/20,United Kingdom,0.0
1/23/20,0.0,1/23/20,United Kingdom,0.0
1/24/20,0.0,1/24/20,United Kingdom,0.0
1/25/20,0.0,1/25/20,United Kingdom,0.0
1/26/20,0.0,1/26/20,United Kingdom,0.0
1/27/20,0.0,1/27/20,United Kingdom,0.0
1/28/20,0.0,1/28/20,United Kingdom,0.0
1/29/20,0.0,1/29/20,United Kingdom,0.0
1/30/20,0.0,1/30/20,United Kingdom,0.0
1/31/20,2.0,1/31/20,United Kingdom,0.0
2/1/20,0.0,2/1/20,United Kingdom,0.0
2/2/20,0.0,2/2/20,United Kingdom,0.0
2/3/20,6.0,2/3/20,United Kingdom,0.0
2/4/20,0.0,2/4/20,United Kingdom,0.0
2/5/20,1.0,2/5/20,United Kingdom,0.0
2/6/20,0.0,2/6/20,United Kingdom,0.0
2/7/20,0.0,2/7/20,United Kingdom,0.0
2/8/20,4.0,2/8/20,United Kingdom,0.0
2/9/20,1.0,2/9/20,United Kingdom,0.0
2/10/20,0.0,2/10/20,United Kingdom,0.0
2/11/20,1.0,2/11/20,United Kingdom,0.0
2/12/20,1.0,2/12/20,United Kingdom,0.0
2/13/20,1.0,2/13/20,United Kingdom,0.0
2/14/20,1.0,2/14/20,United Kingdom,0.0
2/15/20,0.0,2/15/20,United Kingdom,0.0
2/16/20,0.0,2/16/20,United Kingdom,0.0
2/17/20,1.0,2/17/20,United Kingdom,0.0
2/18/20,0.0,2/18/20,United Kingdom,0.0
2/19/20,1.0,2/19/20,United Kingdom,0.0
2/20/20,2.0,2/20/20,United Kingdom,0.0
2/21/20,1.0,2/21/20,United Kingdom,0.0
2/22/20,0.0,2/22/20,United Kingdom,0.0
2/23/20,5.0,2/23/20,United Kingdom,0.0
2/24/20,2.0,2/24/20,United Kingdom,0.0
2/25/20,4.0,2/25/20,United Kingdom,0.0
2/26/20,3.0,2/26/20,United Kingdom,0.0
2/27/20,7.0,2/27/20,United Kingdom,0.0
2/28/20,12.0,2/28/20,United Kingdom,0.0
2/29/20,5.0,2/29/20,United Kingdom,0.0
3/1/20,33.0,3/1/20,United Kingdom,0.0
3/2/20,40.0,3/2/20,United Kingdom,0.0
3/3/20,55.0,3/3/20,United Kingdom,0.0
3/4/20,56.0,3/4/20,United Kingdom,0.0
3/5/20,49.0,3/5/20,United Kingdom,0.0
3/6/20,79.0,3/6/20,United Kingdom,1.0
3/7/20,55.0,3/7/20,United Kingdom,1.0
3/8/20,54.0,3/8/20,United Kingdom,0.0
3/9/20,147.0,3/9/20,United Kingdom,1.0
3/10/20,258.0,3/10/20,United Kingdom,4.0
3/11/20,411.0,3/11/20,United Kingdom,0.0
3/12/20,489.0,3/12/20,United Kingdom,2.0
3/13/20,479.0,3/13/20,United Kingdom,1.0
3/14/20,364.0,3/14/20,United Kingdom,19.0
3/15/20,442.0,3/15/20,United Kingdom,14.0
3/16/20,612.0,3/16/20,United Kingdom,22.0
3/17/20,768.0,3/17/20,United Kingdom,17.0
3/18/20,999.0,3/18/20,United Kingdom,34.0
3/19/20,1055.0,3/19/20,United Kingdom,46.0
3/20/20,1254.0,3/20/20,United Kingdom,32.0
3/21/20,1197.0,3/21/20,United Kingdom,58.0
3/22/20,1376.0,3/22/20,United Kingdom,36.0
3/23/20,2335.0,3/23/20,United Kingdom,76.0
3/24/20,2371.0,3/24/20,United Kingdom,148.0
3/25/20,2693.0,3/25/20,United Kingdom,191.0
3/26/20,3084.0,3/26/20,United Kingdom,181.0
3/27/20,3201.0,3/27/20,United Kingdom,288.0
3/28/20,2822.0,3/28/20,United Kingdom,292.0
3/29/20,2857.0,3/29/20,United Kingdom,212.0
3/30/20,4273.0,3/30/20,United Kingdom,374.0
3/31/20,4515.0,3/31/20,United Kingdom,403.0
4/1/20,4914.0,4/1/20,United Kingdom,672.0
4/2/20,4865.0,4/2/20,United Kingdom,657.0
4/3/20,4915.0,4/3/20,United Kingdom,736.0
4/4/20,4020.0,4/4/20,United Kingdom,756.0
4/5/20,3594.0,4/5/20,United Kingdom,599.0
4/6/20,5275.0,4/6/20,United Kingdom,567.0
4/7/20,5450.0,4/7/20,United Kingdom,1105.0
4/8/20,5129.0,4/8/20,United Kingdom,1030.0
4/9/20,4852.0,4/9/20,United Kingdom,1116.0
4/10/20,4315.0,4/10/20,United Kingdom,1122.0
4/11/20,3577.0,4/11/20,United Kingdom,843.0
4/12/20,3495.0,4/12/20,United Kingdom,657.0
4/13/20,4183.0,4/13/20,United Kingdom,724.0
4/14/20,4325.0,4/14/20,United Kingdom,1076.0
4/15/20,5065.0,4/15/20,United Kingdom,880.0
4/16/20,5298.0,4/16/20,United Kingdom,1036.0
4/17/20,4965.0,4/17/20,United Kingdom,913.0
4/18/20,4716.0,4/18/20,United Kingdom,1105.0
4/19/20,3852.0,4/19/20,United Kingdom,432.0
4/20/20,4858.0,4/20/20,United Kingdom,570.0
4/21/20,4760.0,4/21/20,United Kingdom,1224.0
4/22/20,5490.0,4/22/20,United Kingdom,847.0
4/23/20,5143.0,4/23/20,United Kingdom,682.0
4/24/20,4973.0,4/24/20,United Kingdom,1010.0
4/25/20,3748.0,4/25/20,United Kingdom,815.0
4/26/20,3468.0,4/26/20,United Kingdom,364.0
4/27/20,4702.0,4/27/20,United Kingdom,320.0
4/28/20,4721.0,4/28/20,United Kingdom,969.0
4/29/20,5435.0,4/29/20,United Kingdom,769.0
4/30/20,4956.0,4/30/20,United Kingdom,634.0
5/1/20,4727.0,5/1/20,United Kingdom,698.0
5/2/20,3221.0,5/2/20,United Kingdom,584.0
5/3/20,2974.0,5/3/20,United Kingdom,253.0
5/4/20,3378.0,5/4/20,United Kingdom,272.0
5/5/20,3684.0,5/5/20,United Kingdom,726.0
5/6/20,3831.0,5/6/20,United Kingdom,647.0
5/7/20,3767.0,5/7/20,United Kingdom,458.0
5/8/20,3049.0,5/8/20,United Kingdom,579.0
5/9/20,2150.0,5/9/20,United Kingdom,275.0
5/10/20,2321.0,5/10/20,United Kingdom,217.0
5/11/20,3583.0,5/11/20,United Kingdom,187.0
5/12/20,3389.0,5/12/20,United Kingdom,614.0
5/13/20,3298.0,5/13/20,United Kingdom,447.0
5/14/20,2609.0,5/14/20,United Kingdom,352.0
5/15/20,2517.0,5/15/20,United Kingdom,350.0
5/16/20,2065.0,5/16/20,United Kingdom,411.0
5/17/20,1826.0,5/17/20,United Kingdom,67.0
5/18/20,2574.0,5/18/20,United Kingdom,146.0
5/19/20,3041.0,5/19/20,United Kingdom,500.0
5/20/20,2706.0,5/20/20,United Kingdom,328.0
5/21/20,2542.0,5/21/20,United Kingdom,273.0
5/22/20,2030.0,5/22/20,United Kingdom,291.0
5/23/20,1507.0,5/23/20,United Kingdom,220.0
5/24/20,1348.0,5/24/20,United Kingdom,379.0
5/25/20,1607.0,5/25/20,United Kingdom,104.0
5/26/20,1650.0,5/26/20,United Kingdom,131.0
5/27/20,1802.0,5/27/20,United Kingdom,422.0
5/28/20,1734.0,5/28/20,United Kingdom,343.0
5/29/20,1504.0,5/29/20,United Kingdom,274.0
5/30/20,1099.0,5/30/20,United Kingdom,154.0
5/31/20,1069.0,5/31/20,United Kingdom,60.0
6/1/20,1434.0,6/1/20,United Kingdom,86.0
6/2/20,1467.0,6/2/20,United Kingdom,249.0
6/3/20,1342.0,6/3/20,United Kingdom,254.0
6/4/20,1234.0,6/4/20,United Kingdom,130.0
6/5/20,1105.0,6/5/20,United Kingdom,258.0
6/6/20,791.0,6/6/20,United Kingdom,143.0
6/7/20,717.0,6/7/20,United Kingdom,54.0
6/8/20,1086.0,6/8/20,United Kingdom,47.0
6/9/20,1153.0,6/9/20,United Kingdom,195.0
6/10/20,1182.0,6/10/20,United Kingdom,164.0
6/11/20,1001.0,6/11/20,United Kingdom,76.0
6/12/20,1053.0,6/12/20,United Kingdom,131.0
6/13/20,887.0,6/13/20,United Kingdom,107.0
6/14/20,807.0,6/14/20,United Kingdom,27.0
6/15/20,1026.0,6/15/20,United Kingdom,29.0
6/16/20,1077.0,6/16/20,United Kingdom,120.0
6/17/20,997.0,6/17/20,United Kingdom,110.0
6/18/20,1020.0,6/18/20,United Kingdom,67.0
6/19/20,980.0,6/19/20,United Kingdom,84.0
6/20/20,666.0,6/20/20,United Kingdom,71.0
6/21/20,622.0,6/21/20,United Kingdom,31.0
6/22/20,892.0,6/22/20,United Kingdom,14.0
6/23/20,882.0,6/23/20,United Kingdom,94.0
6/24/20,774.0,6/24/20,United Kingdom,87.0
6/25/20,697.0,6/25/20,United Kingdom,99.0
6/26/20,638.0,6/26/20,United Kingdom,77.0
6/27/20,633.0,6/27/20,United Kingdom,40.0
6/28/20,395.0,6/28/20,United Kingdom,31.0
6/29/20,604.0,6/29/20,United Kingdom,21.0
6/30/20,403.0,6/30/20,United Kingdom,53.0
7/1/20,60.0,7/1/20,United Kingdom,97.0
7/2/20,4.0,7/2/20,United Kingdom,41.0
7/3/20,502.0,7/3/20,United Kingdom,49.0
7/4/20,624.0,7/4/20,United Kingdom,32.0
7/5/20,516.0,7/5/20,United Kingdom,19.0
7/6/20,352.0,7/6/20,United Kingdom,11.0
7/7/20,581.0,7/7/20,United Kingdom,54.0
7/8/20,630.0,7/8/20,United Kingdom,57.0
7/9/20,642.0,7/9/20,United Kingdom,31.0
7/10/20,512.0,7/10/20,United Kingdom,34.0
7/11/20,820.0,7/11/20,United Kingdom,17.0
7/12/20,650.0,7/12/20,United Kingdom,9.0
7/13/20,530.0,7/13/20,United Kingdom,10.0
7/14/20,1240.0,7/14/20,United Kingdom,44.0
7/15/20,538.0,7/15/20,United Kingdom,26.0
7/16/20,641.0,7/16/20,United Kingdom,24.0
7/17/20,687.0,7/17/20,United Kingdom,26.0
7/18/20,827.0,7/18/20,United Kingdom,9.0
7/19/20,726.0,7/19/20,United Kingdom,11.0
7/20/20,580.0,7/20/20,United Kingdom,10.0
7/21/20,445.0,7/21/20,United Kingdom,25.0
7/22/20,560.0,7/22/20,United Kingdom,17.0
7/23/20,769.0,7/23/20,United Kingdom,9.0
7/24/20,768.0,7/24/20,United Kingdom,32.0
7/25/20,767.0,7/25/20,United Kingdom,15.0
7/26/20,745.0,7/26/20,United Kingdom,8.0
7/27/20,685.0,7/27/20,United Kingdom,3.0
7/28/20,547.0,7/28/20,United Kingdom,21.0
7/29/20,797.0,7/29/20,United Kingdom,34.0
7/30/20,846.0,7/30/20,United Kingdom,0.0
7/31/20,880.0,7/31/20,United Kingdom,20.0
8/1/20,761.0,8/1/20,United Kingdom,13.0
8/2/20,743.0,8/2/20,United Kingdom,5.0
8/3/20,938.0,8/3/20,United Kingdom,1.0
8/4/20,670.0,8/4/20,United Kingdom,18.0
8/5/20,891.0,8/5/20,United Kingdom,14.0
8/6/20,950.0,8/6/20,United Kingdom,18.0
8/7/20,871.0,8/7/20,United Kingdom,12.0
8/8/20,758.0,8/8/20,United Kingdom,3.0
8/9/20,1062.0,8/9/20,United Kingdom,5.0
8/10/20,816.0,8/10/20,United Kingdom,18.0
8/11/20,1148.0,8/11/20,United Kingdom,13.0
8/12/20,1009.0,8/12/20,United Kingdom,20.0
8/13/20,1129.0,8/13/20,United Kingdom,18.0
8/14/20,1440.0,8/14/20,United Kingdom,11.0
8/15/20,1012.0,8/15/20,United Kingdom,3.0
8/16/20,1105.0,8/16/20,United Kingdom,5.0
8/17/20,713.0,8/17/20,United Kingdom,3.0
8/18/20,1089.0,8/18/20,United Kingdom,12.0
8/19/20,812.0,8/19/20,United Kingdom,16.0
8/20/20,1182.0,8/20/20,United Kingdom,6.0
8/21/20,1033.0,8/21/20,United Kingdom,2.0
8/22/20,1288.0,8/22/20,United Kingdom,18.0
8/23/20,1041.0,8/23/20,United Kingdom,6.0
8/24/20,972.0,8/24/20,United Kingdom,4.0
8/25/20,1184.0,8/25/20,United Kingdom,16.0
8/26/20,1048.0,8/26/20,United Kingdom,16.0
8/27/20,1522.0,8/27/20,United Kingdom,12.0
8/28/20,1276.0,8/28/20,United Kingdom,9.0
8/29/20,1108.0,8/29/20,United Kingdom,12.0
8/30/20,1715.0,8/30/20,United Kingdom,1.0
8/31/20,1406.0,8/31/20,United Kingdom,2.0
9/1/20,1295.0,9/1/20,United Kingdom,3.0
9/2/20,1508.0,9/2/20,United Kingdom,10.0
9/3/20,1735.0,9/3/20,United Kingdom,13.0
9/4/20,1940.0,9/4/20,United Kingdom,10.0
9/5/20,1813.0,9/5/20,United Kingdom,12.0
9/6/20,2988.0,9/6/20,United Kingdom,2.0
9/7/20,2948.0,9/7/20,United Kingdom,3.0
9/8/20,2460.0,9/8/20,United Kingdom,32.0
9/9/20,2659.0,9/9/20,United Kingdom,8.0
9/10/20,2919.0,9/10/20,United Kingdom,14.0
9/11/20,3539.0,9/11/20,United Kingdom,6.0
9/12/20,3497.0,9/12/20,United Kingdom,9.0
9/13/20,3330.0,9/13/20,United Kingdom,5.0
9/14/20,2621.0,9/14/20,United Kingdom,9.0
9/15/20,3103.0,9/15/20,United Kingdom,27.0
9/16/20,3991.0,9/16/20,United Kingdom,20.0
9/17/20,3395.0,9/17/20,United Kingdom,21.0
9/18/20,4322.0,9/18/20,United Kingdom,27.0
9/19/20,4422.0,9/19/20,United Kingdom,27.0
9/20/20,3899.0,9/20/20,United Kingdom,18.0
9/21/20,4368.0,9/21/20,United Kingdom,11.0
9/22/20,4926.0,9/22/20,United Kingdom,37.0
9/23/20,6178.0,9/23/20,United Kingdom,37.0
9/24/20,6634.0,9/24/20,United Kingdom,40.0
9/25/20,6873.0,9/25/20,United Kingdom,34.0
9/26/20,6041.0,9/26/20,United Kingdom,35.0
9/27/20,5692.0,9/27/20,United Kingdom,17.0
9/28/20,4044.0,9/28/20,United Kingdom,13.0
9/29/20,7143.0,9/29/20,United Kingdom,71.0
9/30/20,7108.0,9/30/20,United Kingdom,71.0
10/1/20,6914.0,10/1/20,United Kingdom,59.0
10/2/20,6968.0,10/2/20,United Kingdom,66.0
10/3/20,12871.0,10/3/20,United Kingdom,49.0
10/4/20,22961.0,10/4/20,United Kingdom,33.0
10/5/20,12593.0,10/5/20,United Kingdom,19.0
10/6/20,14542.0,10/6/20,United Kingdom,76.0
10/7/20,14162.0,10/7/20,United Kingdom,70.0
10/8/20,17540.0,10/8/20,United Kingdom,77.0
10/9/20,13864.0,10/9/20,United Kingdom,87.0
10/10/20,15165.0,10/10/20,United Kingdom,81.0
10/11/20,12872.0,10/11/20,United Kingdom,65.0
10/12/20,13972.0,10/12/20,United Kingdom,50.0
10/13/20,17232.0,10/13/20,United Kingdom,143.0
10/14/20,19724.0,10/14/20,United Kingdom,137.0
10/15/20,18978.0,10/15/20,United Kingdom,138.0
10/16/20,15635.0,10/16/20,United Kingdom,136.0
10/17/20,16171.0,10/17/20,United Kingdom,150.0
10/18/20,16981.0,10/18/20,United Kingdom,67.0
10/19/20,18803.0,10/19/20,United Kingdom,80.0
10/20/20,21330.0,10/20/20,United Kingdom,241.0
10/21/20,26687.0,10/21/20,United Kingdom,191.0
10/22/20,21238.0,10/22/20,United Kingdom,189.0
